0,1
[239.5 152.5 103.1],Z:/1st/colab_backup/FastGAN/1-fold/A/1005.png
[207.5 126.5 105.1],Z:/1st/colab_backup/FastGAN/1-fold/A/101.png
[224.5 142.5 114.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1028.png
[223.5 131.5 122.8],Z:/1st/colab_backup/FastGAN/1-fold/A/1057.png
[226.5 144.5 109.8],Z:/1st/colab_backup/FastGAN/1-fold/A/1079.png
[243.5 133.5 120.7],Z:/1st/colab_backup/FastGAN/1-fold/A/1088.png
[226.5 144.5 119.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1092.png
[222.5 147.5 119.2],Z:/1st/colab_backup/FastGAN/1-fold/A/1095.png
[238.5 147.5 104.2],Z:/1st/colab_backup/FastGAN/1-fold/A/110.png
[222.5 144.5 119.2],Z:/1st/colab_backup/FastGAN/1-fold/A/1103.png
[232.5 153.5 111.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1110.png
[232.5 139.5 113.2],Z:/1st/colab_backup/FastGAN/1-fold/A/1116.png
[219.5 141.5 119.5],Z:/1st/colab_backup/FastGAN/1-fold/A/113.png
[228.5 134.5 125. ],Z:/1st/colab_backup/FastGAN/1-fold/A/1142.png
[223.5 133.5 119.1],Z:/1st/colab_backup/FastGAN/1-fold/A/1149.png
[226.5 132.5 118.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1159.png
[230.5 150.5 115.7],Z:/1st/colab_backup/FastGAN/1-fold/A/1168.png
[229.5 119.5 112.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1186.png
[240.5 150.5 104.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1192.png
[227.5 148.5 115.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1194.png
[227.5 150.5 110.7],Z:/1st/colab_backup/FastGAN/1-fold/A/1198.png
[225.5 143.5 116.5],Z:/1st/colab_backup/FastGAN/1-fold/A/1207.png
[226.5 134.5 117.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1208.png
[223.5 137.5 118.3],Z:/1st/colab_backup/FastGAN/1-fold/A/1219.png
[221.5 137.5 120.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1222.png
[227.5 140.5 115.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1244.png
[223.5 113.5 115.4],Z:/1st/colab_backup/FastGAN/1-fold/A/1249.png
[221.5 134.5 119.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1257.png
[242.5 149.5  99.5],Z:/1st/colab_backup/FastGAN/1-fold/A/1259.png
[223.5 146.5 122. ],Z:/1st/colab_backup/FastGAN/1-fold/A/1276.png
[232.5 147.5 109.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1297.png
[223.5 140.5 116.9],Z:/1st/colab_backup/FastGAN/1-fold/A/13.png
[226.5 145.5 115.8],Z:/1st/colab_backup/FastGAN/1-fold/A/131.png
[230.5 151.5 111.2],Z:/1st/colab_backup/FastGAN/1-fold/A/1311.png
[242.5 133.5 124.8],Z:/1st/colab_backup/FastGAN/1-fold/A/1312.png
[238.5 148.5 102.4],Z:/1st/colab_backup/FastGAN/1-fold/A/1318.png
[241.5 128.5 126.2],Z:/1st/colab_backup/FastGAN/1-fold/A/1322.png
[222.5 140.5 120.1],Z:/1st/colab_backup/FastGAN/1-fold/A/1329.png
[230.5 139.5 113.2],Z:/1st/colab_backup/FastGAN/1-fold/A/133.png
[225.5 145.5 118.7],Z:/1st/colab_backup/FastGAN/1-fold/A/1337.png
[201.5 147.5  96.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1340.png
[221.5 153.5 103.4],Z:/1st/colab_backup/FastGAN/1-fold/A/1358.png
[235.5 146.5 102.3],Z:/1st/colab_backup/FastGAN/1-fold/A/1360.png
[225.5 144.5 115.6],Z:/1st/colab_backup/FastGAN/1-fold/A/137.png
[224.5 145.5 118.4],Z:/1st/colab_backup/FastGAN/1-fold/A/1393.png
[204.5 156.5 111.3],Z:/1st/colab_backup/FastGAN/1-fold/A/140.png
[217.5 139.5 125.4],Z:/1st/colab_backup/FastGAN/1-fold/A/1427.png
[227.5 143.5 114.3],Z:/1st/colab_backup/FastGAN/1-fold/A/145.png
[235.5 148.5 105.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1451.png
[227.5 149.5 117.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1460.png
[268.5 139.5 113.7],Z:/1st/colab_backup/FastGAN/1-fold/A/1474.png
[223.5 137.5 116.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1477.png
[231.5 167.5  99.4],Z:/1st/colab_backup/FastGAN/1-fold/A/1484.png
[223.5 141.5 128.4],Z:/1st/colab_backup/FastGAN/1-fold/A/1485.png
[217.5 144.5 122. ],Z:/1st/colab_backup/FastGAN/1-fold/A/1496.png
[223.5 131.5 117.7],Z:/1st/colab_backup/FastGAN/1-fold/A/1538.png
[225.5 141.5 114.2],Z:/1st/colab_backup/FastGAN/1-fold/A/1541.png
[229.5 136.5 109.3],Z:/1st/colab_backup/FastGAN/1-fold/A/1542.png
[231.5 146.5 109.5],Z:/1st/colab_backup/FastGAN/1-fold/A/1558.png
[231.5 138.5 111.8],Z:/1st/colab_backup/FastGAN/1-fold/A/1561.png
[226.5 127.5 117.5],Z:/1st/colab_backup/FastGAN/1-fold/A/1572.png
[222.5 137.5 122.8],Z:/1st/colab_backup/FastGAN/1-fold/A/158.png
[237.5 107.5 100.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1581.png
[227.5 136.5 116.5],Z:/1st/colab_backup/FastGAN/1-fold/A/1584.png
[232.5 157.5 119.6],Z:/1st/colab_backup/FastGAN/1-fold/A/1586.png
[228.5 148.5 117. ],Z:/1st/colab_backup/FastGAN/1-fold/A/1594.png
[228.5 128.5 119. ],Z:/1st/colab_backup/FastGAN/1-fold/A/1607.png
[228.5 145.5 110.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1642.png
[235.5 152.5 109.5],Z:/1st/colab_backup/FastGAN/1-fold/A/1650.png
[223.5 144.5 119.2],Z:/1st/colab_backup/FastGAN/1-fold/A/1655.png
[209.5 132.5 109. ],Z:/1st/colab_backup/FastGAN/1-fold/A/1662.png
[230.5 145.5 120.3],Z:/1st/colab_backup/FastGAN/1-fold/A/1671.png
[247.5 151.5  96.2],Z:/1st/colab_backup/FastGAN/1-fold/A/1694.png
[225.5 140.5 117.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1709.png
[221.5 135.5 116.5],Z:/1st/colab_backup/FastGAN/1-fold/A/171.png
[223.5 137.5 117.1],Z:/1st/colab_backup/FastGAN/1-fold/A/1727.png
[228.5 142.5 114.3],Z:/1st/colab_backup/FastGAN/1-fold/A/1728.png
[221.5 137.5 120.5],Z:/1st/colab_backup/FastGAN/1-fold/A/1741.png
[244.5 158.5  99.3],Z:/1st/colab_backup/FastGAN/1-fold/A/1755.png
[229.5 139.5 115.7],Z:/1st/colab_backup/FastGAN/1-fold/A/1761.png
[227.5 133.5 115.9],Z:/1st/colab_backup/FastGAN/1-fold/A/1762.png
[238.5 155.5 112.4],Z:/1st/colab_backup/FastGAN/1-fold/A/1766.png
[225.5 165.5 109.7],Z:/1st/colab_backup/FastGAN/1-fold/A/177.png
