0,1
[173.5 140.5 139.4],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06792d22.bmp
[226.5 137.5 120.7],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06800d200.bmp
[215.5 127.5 131.5],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06806d82.bmp
[219.5 131.5 129.5],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06822d332.bmp
[231.5 127.5 129.5],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06822d618.bmp
[224.5 136.5 131.7],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06868d156.bmp
[220.5 131.5 130.6],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06868d158.bmp
[227.5 136.5 127.1],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06868d160.bmp
[221.5 134.5 124. ],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06868d198.bmp
[226.5 128.5 117.4],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06881d87.bmp
[210.5 139.5 130.6],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06885d201.bmp
[212.5 146.5 114.1],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06915d196.bmp
[249.5  99.5 129.5],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06957d171.bmp
[263.5 108.5 119.5],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/06957d174.bmp
[226.5 147.5 123.2],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/07000d4.bmp
[225.5 188.5 127.3],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/07016d133.bmp
[229.5 201.5 122.9],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/B/fake/07024d1.bmp
