0,1
[232.5 127.5 142.8],Z:/1st/colab_backup/FastGAN/2-fold/B/1028.png
[227.5 138.5 138.4],Z:/1st/colab_backup/FastGAN/2-fold/B/1115.png
[221.5 148.5 131.7],Z:/1st/colab_backup/FastGAN/2-fold/B/113.png
[242.5 140.5 132.8],Z:/1st/colab_backup/FastGAN/2-fold/B/1202.png
[223.5 161.5 120.7],Z:/1st/colab_backup/FastGAN/2-fold/B/1219.png
[232.5 137.5 142.8],Z:/1st/colab_backup/FastGAN/2-fold/B/1231.png
[221.5 146.5 130.6],Z:/1st/colab_backup/FastGAN/2-fold/B/1254.png
[232.5 144.5 142.8],Z:/1st/colab_backup/FastGAN/2-fold/B/1261.png
[233.5 123.5 143.9],Z:/1st/colab_backup/FastGAN/2-fold/B/131.png
[236.5 140.5 140.6],Z:/1st/colab_backup/FastGAN/2-fold/B/1333.png
[255.5 151.5 121.8],Z:/1st/colab_backup/FastGAN/2-fold/B/1349.png
[245.5 167.5  98.7],Z:/1st/colab_backup/FastGAN/2-fold/B/136.png
[217.5 159.5 122.9],Z:/1st/colab_backup/FastGAN/2-fold/B/1363.png
[221.5 156.5 124. ],Z:/1st/colab_backup/FastGAN/2-fold/B/1364.png
[241.5 144.5 128.4],Z:/1st/colab_backup/FastGAN/2-fold/B/1367.png
[243.5 161.5 108.5],Z:/1st/colab_backup/FastGAN/2-fold/B/1440.png
[227.5 154.5 116.2],Z:/1st/colab_backup/FastGAN/2-fold/B/1464.png
[227.5 140.5 134. ],Z:/1st/colab_backup/FastGAN/2-fold/B/147.png
[229.5 159.5 118.6],Z:/1st/colab_backup/FastGAN/2-fold/B/1532.png
[230.5 137.5 141.7],Z:/1st/colab_backup/FastGAN/2-fold/B/1549.png
[236.5 125.5 148.3],Z:/1st/colab_backup/FastGAN/2-fold/B/1557.png
[222.5 140.5 132.8],Z:/1st/colab_backup/FastGAN/2-fold/B/1594.png
[227.5 133.5 140.6],Z:/1st/colab_backup/FastGAN/2-fold/B/1667.png
[227.5 137.5 140.6],Z:/1st/colab_backup/FastGAN/2-fold/B/1709.png
[224.5 137.5 136.2],Z:/1st/colab_backup/FastGAN/2-fold/B/1711.png
[231.5 142.5 141.7],Z:/1st/colab_backup/FastGAN/2-fold/B/1727.png
[234.5 142.5 141.7],Z:/1st/colab_backup/FastGAN/2-fold/B/1754.png
[261.5 150.5 111.9],Z:/1st/colab_backup/FastGAN/2-fold/B/1769.png
[239.5 151.5 124. ],Z:/1st/colab_backup/FastGAN/2-fold/B/1790.png
[232.5 144.5 143.9],Z:/1st/colab_backup/FastGAN/2-fold/B/1814.png
[258.5 169.5 108.5],Z:/1st/colab_backup/FastGAN/2-fold/B/1821.png
[223.5 135.5 133.9],Z:/1st/colab_backup/FastGAN/2-fold/B/1828.png
[250.5 147.5 118.5],Z:/1st/colab_backup/FastGAN/2-fold/B/1878.png
[249.5 150.5 118.6],Z:/1st/colab_backup/FastGAN/2-fold/B/1885.png
[233.5 130.5 146.1],Z:/1st/colab_backup/FastGAN/2-fold/B/1955.png
[227.5 157.5 118.5],Z:/1st/colab_backup/FastGAN/2-fold/B/1983.png
[228.5 147.5 132.9],Z:/1st/colab_backup/FastGAN/2-fold/B/2011.png
[224.5 154.5 126.3],Z:/1st/colab_backup/FastGAN/2-fold/B/2021.png
[229.5 129.5 139.5],Z:/1st/colab_backup/FastGAN/2-fold/B/2026.png
[243.5 133.5 143.9],Z:/1st/colab_backup/FastGAN/2-fold/B/2038.png
[250.5 146.5 124. ],Z:/1st/colab_backup/FastGAN/2-fold/B/2052.png
[232.5 125.5 146.1],Z:/1st/colab_backup/FastGAN/2-fold/B/2100.png
[246.5 156.5 126.3],Z:/1st/colab_backup/FastGAN/2-fold/B/2132.png
[231.5 152.5 119.5],Z:/1st/colab_backup/FastGAN/2-fold/B/2208.png
[230.5 159.5 116.4],Z:/1st/colab_backup/FastGAN/2-fold/B/2244.png
[221.5 137.5 129.5],Z:/1st/colab_backup/FastGAN/2-fold/B/2258.png
[228.5 139.5 138.4],Z:/1st/colab_backup/FastGAN/2-fold/B/2275.png
[224.5 135.5 134. ],Z:/1st/colab_backup/FastGAN/2-fold/B/2277.png
[232.5 130.5 143.9],Z:/1st/colab_backup/FastGAN/2-fold/B/2337.png
[257.5 144.5 122.9],Z:/1st/colab_backup/FastGAN/2-fold/B/2342.png
[231.5 141.5 141.7],Z:/1st/colab_backup/FastGAN/2-fold/B/2347.png
[229.5 124.5 146.1],Z:/1st/colab_backup/FastGAN/2-fold/B/236.png
[230.5 152.5 128.2],Z:/1st/colab_backup/FastGAN/2-fold/B/2428.png
[226.5 123.5 149.4],Z:/1st/colab_backup/FastGAN/2-fold/B/244.png
[225.5 131.5 136.2],Z:/1st/colab_backup/FastGAN/2-fold/B/2443.png
[251.5 153.5 116.4],Z:/1st/colab_backup/FastGAN/2-fold/B/2492.png
[250.5 148.5  99.9],Z:/1st/colab_backup/FastGAN/2-fold/B/2509.png
[230.5 143.5 140.6],Z:/1st/colab_backup/FastGAN/2-fold/B/309.png
[230.5 126.5 143.9],Z:/1st/colab_backup/FastGAN/2-fold/B/345.png
[219.5 143.5 125. ],Z:/1st/colab_backup/FastGAN/2-fold/B/429.png
[240.5 139.5 131.7],Z:/1st/colab_backup/FastGAN/2-fold/B/446.png
[252.5 155.5 120.7],Z:/1st/colab_backup/FastGAN/2-fold/B/500.png
