0,1
[225.5 140.5 116.2],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/001_0.png
[197.5 140.5 149.4],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/003_0.png
[214.5 127.5 124.8],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/004_0.png
[215.5 127.5 122.9],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/006_0.png
[216.5 137.5 142.8],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/007_0.png
[246.5 136.5 148.3],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/011_0.png
[203.5 109.5 149.4],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/016_0.png
[183.5 108.5 145. ],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/029_0.png
[221.5 148.5 118.5],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/036_0.png
[225.5 140.5 126.2],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/037_0.png
[211.5 132.5 114.8],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/039_0.png
[254.5  83.5 139.5],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/043_0.png
[213.5 128.5 116.5],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/053_0.png
[201.5 107.5 106.4],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/054_0.png
[220.5 131.5 138.4],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/059_0.png
[214.5 116.5 126.2],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/061_0.png
[231.5 118.5 117.4],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/062_0.png
[244.5 165.5 120.7],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/063_0.png
[266.5 165.5 108.6],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/064_0.png
[219.5 143.5 108.6],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/066_0.png
[250.5 143.5 149.4],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/071_0.png
[245.5 133.5 146.1],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/086_0.png
[214.5 133.5 111.9],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/092_0.png
[212.5 119.5 143.9],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/099_0.png
[226.5 130.5 128.4],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1005_0.png
[252.5 131.5 135. ],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1007_0.png
[256.5 139.5 143.9],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/100_0.png
[222.5 128.5 110.7],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1010_0.png
[214.5 132.5 127. ],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1013_0.png
[223.5 100.5 127.3],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1016_0.png
[244.5 131.5 149.4],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1025_0.png
[201.5 124.5 113. ],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1029_0.png
[213.5 133.5 110. ],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1030_0.png
[219.5  95.5 143.9],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1032_0.png
[239.5 105.5 126.3],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1036_0.png
[212.5 134.5 111.9],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1037_0.png
[212.5 128.5 143.8],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/103_0.png
[246.5 141.5  96.4],Z:/2nd_paper/backup/Compare/Other_GANs/PGGAN/2-fold/test/A/1040_0.png
