0,1
[297.5 148.5 120.6],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06355d401.bmp
[190.5 134.5 122.8],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06355d750.bmp
[216.5 153.5 110.5],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06377d596.bmp
[199.5 203.5 124. ],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06391d238.bmp
[235.5 160.5 123.9],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06395d212.bmp
[240.5 117.5 115.1],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06401d579.bmp
[228.5 126.5 120.6],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06406d439.bmp
[165.5 137.5 128.3],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06406d440.bmp
[147.5 160.5 129.4],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06406d444.bmp
[260.5 129.5 129.4],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06406d660.bmp
[208.5 129.5 112.9],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06406d663.bmp
[208.5 149.5 118.4],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06417d550.bmp
[214.5 160.5 117.3],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06436d468.bmp
[295.5 175.5 128.3],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06469d548.bmp
[237.5 136.5 121.6],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06482d499.bmp
[217.5 133.5 128.3],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06495d616.bmp
[237.5 182.5 114. ],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06500d588.bmp
[226.5 181.5 112.8],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06500d590.bmp
[233.5 152.5 114. ],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06500d984.bmp
[234.5 153.5 119.4],Z:/2nd_paper/dataset/ND/BMP/Parallel_Model_output/A/fake/06539d249.bmp
