0,1
[145.5 226.5 143.9],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/111.png
[376.5 194.5 115.1],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/1374.png
[234.5 177.5 102.9],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/1639.png
[250.5 237.5 128.4],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/1695.png
[333.5 152.5 142.8],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/2086.png
[300.5 223.5 109.3],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/2241.png
[283.5 207.5 146.1],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/2243.png
[168.5 206.5 108.1],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/2400.png
[329.5 171.5  91.8],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/2454.png
[321.5 289.5  95.2],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/276.png
[406.5 218.5 104.9],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/397.png
[299.5 148.5  99.2],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/543.png
[269.5 229.5 146.1],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/750.png
[286.5 217.5  94. ],Z:/1st/colab_backup/FastGAN/Warsaw/1-fold/A/890.png
