0,1
[242.5 114.5 127. ],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0351_REAL_L_15.png
[255.5 115.5 124.8],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0351_REAL_L_16.png
[361.5  70.5 108.4],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0351_REAL_R_10.png
[385.5 107.5 108.6],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0351_REAL_R_12.png
[396.5 112.5 110.9],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0351_REAL_R_13.png
[332.5  51.5 130.1],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0351_REAL_R_2.png
[327.5  86.5 107.8],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0351_REAL_R_3.png
[553.5 247.5 114. ],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0363_REAL_L_5.png
[349.5  80.5 114.2],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0368_REAL_R_6.png
[274.5 229.5  93.7],Z:/1st/Iris_dataset/Warsaw_labeling_iris_data/innerclass/Cycle_ROI/A/live/0371_REAL_R_24.png
